placeholder_curie	category	label	source_columns	occurrences
kgmicrobe.trait:100	biolink:PhenotypicQuality	>100	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_Temperature_for_growth	8
kgmicrobe.trait:10_0_45_0	biolink:PhenotypicQuality	10.0-45.0	BacDive_Temperature_for_growth	8
kgmicrobe.trait:10_20	biolink:PhenotypicQuality	10-20	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_Temperature_for_growth	8
kgmicrobe.trait:10_34	biolink:PhenotypicQuality	10-34	BacDive_Temperature_for_growth	8
kgmicrobe.trait:12_36	biolink:PhenotypicQuality	12-36	BacDive_Temperature_for_growth	8
kgmicrobe.trait:12_40	biolink:PhenotypicQuality	12-40	BacDive_Temperature_for_growth	8
kgmicrobe.trait:12_42	biolink:PhenotypicQuality	12-42	BacDive_Temperature_for_growth	8
kgmicrobe.trait:16_42	biolink:PhenotypicQuality	16-42	BacDive_Temperature_for_growth	8
kgmicrobe.trait:18_30	biolink:PhenotypicQuality	18-30	BacDive_Salt_concentration|BacDive_Temperature_for_growth	8
kgmicrobe.trait:1_0_8_0	biolink:PhenotypicQuality	1.0-8.0	BacDive_Salt_concentration	8
kgmicrobe.trait:1_1_3	biolink:PhenotypicQuality	1-1.3	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	8
kgmicrobe.trait:1_1_8	biolink:PhenotypicQuality	1-1.8	BacDive_Cell_length|BacDive_Colony_size	8
kgmicrobe.trait:1_20	biolink:PhenotypicQuality	1-20	BacDive_Salt_concentration|BacDive_Temperature_for_growth	8
kgmicrobe.trait:1_2_1_3	biolink:PhenotypicQuality	1.2-1.3	BacDive_Cell_length|BacDive_Cell_width	8
kgmicrobe.trait:1_2_3_5	biolink:PhenotypicQuality	1.2-3.5	BacDive_Cell_length	8
kgmicrobe.trait:1_4_2_0	biolink:PhenotypicQuality	1.4-2.0	BacDive_Cell_length	8
kgmicrobe.trait:1_50	biolink:PhenotypicQuality	1.50	BacDive_Salt_concentration	8
kgmicrobe.trait:1_5_5_0	biolink:PhenotypicQuality	1.5-5.0	BacDive_Cell_length|BacDive_Colony_size|BacDive_Salt_concentration	8
kgmicrobe.trait:1_5_6	biolink:PhenotypicQuality	1.5-6	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	8
kgmicrobe.trait:1_7_1_9	biolink:PhenotypicQuality	1.7-1.9	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	8
kgmicrobe.trait:20_0	biolink:PhenotypicQuality	20.0	BacDive_Salt_concentration|BacDive_Temperature_for_growth	8
kgmicrobe.trait:22_25	biolink:PhenotypicQuality	22-25	BacDive_Temperature_for_growth	8
kgmicrobe.trait:25_60	biolink:PhenotypicQuality	25-60	BacDive_Temperature_for_growth	8
kgmicrobe.trait:26_30	biolink:PhenotypicQuality	26-30	BacDive_Temperature_for_growth	8
kgmicrobe.trait:2_0_8_0	biolink:PhenotypicQuality	2.0-8.0	BacDive_Cell_length|BacDive_Salt_concentration	8
kgmicrobe.trait:2_45	biolink:PhenotypicQuality	2.45	BacDive_Cell_length	8
kgmicrobe.trait:2_95	biolink:PhenotypicQuality	2.95	BacDive_Cell_length	8
kgmicrobe.trait:35_0	biolink:PhenotypicQuality	35.0	BacDive_Temperature_for_growth	8
kgmicrobe.trait:45_70	biolink:PhenotypicQuality	45-70	BacDive_Temperature_for_growth	8
kgmicrobe.trait:4_0_40_0	biolink:PhenotypicQuality	4.0-40.0	BacDive_Temperature_for_growth	8
kgmicrobe.trait:4_33	biolink:PhenotypicQuality	4-33	BacDive_Temperature_for_growth	8
kgmicrobe.trait:4_5_10_5	biolink:PhenotypicQuality	4.5-10.5	BacDive_pH_for_growth	8
kgmicrobe.trait:4_5_7_0	biolink:PhenotypicQuality	4.5-7.0	BacDive_pH_for_growth	8
kgmicrobe.trait:4_5_8_0	biolink:PhenotypicQuality	4.5-8.0	BacDive_Cell_length|BacDive_pH_for_growth	8
kgmicrobe.trait:5_0_12_0	biolink:PhenotypicQuality	5.0-12.0	BacDive_pH_for_growth	8
kgmicrobe.trait:5_10_5	biolink:PhenotypicQuality	5-10.5	BacDive_pH_for_growth	8
kgmicrobe.trait:5_1_10_1	biolink:PhenotypicQuality	5.1-10.1	BacDive_pH_for_growth	8
kgmicrobe.trait:5_5_7	biolink:PhenotypicQuality	5.5-7	BacDive_pH_for_growth	8
kgmicrobe.trait:6_0_10	biolink:PhenotypicQuality	6.0-10	BacDive_pH_for_growth	8
kgmicrobe.trait:7_0_9_5	biolink:PhenotypicQuality	7.0-9.5	BacDive_pH_for_growth	8
kgmicrobe.trait:7_7_5	biolink:PhenotypicQuality	7-7.5	BacDive_pH_for_growth	8
kgmicrobe.trait:8_0_10_0	biolink:PhenotypicQuality	8.0-10.0	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	8
kgmicrobe.trait:8_75	biolink:PhenotypicQuality	8.75	BacDive_Cell_length|BacDive_Salt_concentration	8
kgmicrobe.trait:abort	biolink:PhenotypicQuality	#Abort	BacDive_Isolation_category_3	8
kgmicrobe.trait:acetamide	biolink:PhenotypicQuality	acetamide	BacDive_Metabolite_utilization	8
kgmicrobe.trait:agarose	biolink:PhenotypicQuality	agarose	BacDive_Metabolite_utilization	8
kgmicrobe.trait:amphotericin_b	biolink:PhenotypicQuality	amphotericin b	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity|BacDive_Metabolite_production	8
kgmicrobe.trait:betaine	biolink:PhenotypicQuality	betaine	BacDive_Metabolite_utilization	8
kgmicrobe.trait:cefadroxil	biolink:PhenotypicQuality	cefadroxil	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	8
kgmicrobe.trait:crotonate	biolink:PhenotypicQuality	crotonate	BacDive_Metabolite_utilization	8
kgmicrobe.trait:d_salicin	biolink:PhenotypicQuality	D-salicin	BacDive_Metabolite_utilization	8
kgmicrobe.trait:exopolysaccharide	biolink:PhenotypicQuality	exopolysaccharide	BacDive_Metabolite_production	8
kgmicrobe.trait:glutaric_acid	biolink:PhenotypicQuality	glutaric acid	BacDive_Metabolite_utilization	8
kgmicrobe.trait:hydroxyproline	biolink:PhenotypicQuality	hydroxyproline	BacDive_Metabolite_utilization	8
kgmicrobe.trait:indole_3_acetic_acid	biolink:PhenotypicQuality	indole-3-acetic acid	BacDive_Metabolite_production|BacDive_Metabolite_utilization	8
kgmicrobe.trait:laminarin	biolink:PhenotypicQuality	laminarin	BacDive_Metabolite_utilization	8
kgmicrobe.trait:lecithin	biolink:PhenotypicQuality	lecithin	BacDive_Metabolite_utilization	8
kgmicrobe.trait:maltose_hydrate	biolink:PhenotypicQuality	maltose hydrate	BacDive_Metabolite_utilization	8
kgmicrobe.trait:meropenem	biolink:PhenotypicQuality	meropenem	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	8
kgmicrobe.trait:monomethyl_succinate	biolink:PhenotypicQuality	monomethyl succinate	BacDive_Metabolite_utilization	8
kgmicrobe.trait:o_nitrophenyl_beta_d_galactopyranosid	biolink:PhenotypicQuality	O-nitrophenyl-beta-D-galactopyranosid	BacDive_Metabolite_production|BacDive_Metabolite_utilization	8
kgmicrobe.trait:phenol	biolink:PhenotypicQuality	phenol	BacDive_Antibiotic_resistance|BacDive_Metabolite_production|BacDive_Metabolite_utilization	8
kgmicrobe.trait:phosphohydrolase	biolink:PhenotypicQuality	phosphohydrolase	BacDive_Enzyme_activity	8
kgmicrobe.trait:potassium_2_dehydro_d_gluconate	biolink:PhenotypicQuality	potassium 2-dehydro-D-gluconate	BacDive_Metabolite_utilization	8
kgmicrobe.trait:pyrazinamide	biolink:PhenotypicQuality	pyrazinamide	BacDive_Metabolite_utilization	8
kgmicrobe.trait:rhizoplane	biolink:PhenotypicQuality	#Rhizoplane	BacDive_Isolation_category_3	8
kgmicrobe.trait:semen	biolink:PhenotypicQuality	#Semen	BacDive_Isolation_category_3	8
kgmicrobe.trait:tributyrin	biolink:PhenotypicQuality	tributyrin	BacDive_Metabolite_utilization	8
kgmicrobe.compound:2_butanol_co2	biolink:ChemicalEntity	2-butanol+CO2	bergey:substrates	7
kgmicrobe.pathway:arsenate_detoxification	biolink:BiologicalProcess	arsenate_detoxification	faprotax:type_of_metabolism	7
kgmicrobe.pathway:dark_sulfite_oxidation	biolink:BiologicalProcess	dark_sulfite_oxidation	faprotax:type_of_metabolism	7
kgmicrobe.trait:01_30	biolink:PhenotypicQuality	01-30	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_Temperature_for_growth	7
kgmicrobe.trait:03_20	biolink:PhenotypicQuality	03-20	BacDive_Salt_concentration	7
kgmicrobe.trait:03_25	biolink:PhenotypicQuality	03-25	BacDive_Salt_concentration|BacDive_Temperature_for_growth	7
kgmicrobe.trait:04_11	biolink:PhenotypicQuality	04-11	BacDive_pH_for_growth	7
kgmicrobe.trait:04_31	biolink:PhenotypicQuality	04-31	BacDive_Temperature_for_growth	7
kgmicrobe.trait:07_12	biolink:PhenotypicQuality	07-12	BacDive_pH_for_growth	7
kgmicrobe.trait:0_0_1_5	biolink:PhenotypicQuality	0.0-1.5	BacDive_Salt_concentration	7
kgmicrobe.trait:0_1_0_3	biolink:PhenotypicQuality	0.1-0.3	BacDive_Cell_width|BacDive_Colony_size	7
kgmicrobe.trait:0_2_0_9	biolink:PhenotypicQuality	0.2-0.9	BacDive_Cell_length|BacDive_Cell_width|BacDive_Salt_concentration	7
kgmicrobe.trait:0_2_1_0	biolink:PhenotypicQuality	0.2-1.0	BacDive_Cell_width|BacDive_Colony_size	7
kgmicrobe.trait:0_3_1_0	biolink:PhenotypicQuality	0.3-1.0	BacDive_Cell_width|BacDive_Colony_size	7
kgmicrobe.trait:0_4_0	biolink:PhenotypicQuality	0-4.0	BacDive_Salt_concentration	7
kgmicrobe.trait:0_4_1_1	biolink:PhenotypicQuality	0.4-1.1	BacDive_Cell_length|BacDive_Cell_width	7
kgmicrobe.trait:0_5_0_75	biolink:PhenotypicQuality	0.5-0.75	BacDive_Cell_width|BacDive_Colony_size	7
kgmicrobe.trait:0_5_25	biolink:PhenotypicQuality	0.5-25	BacDive_Salt_concentration	7
kgmicrobe.trait:0_5_25_0	biolink:PhenotypicQuality	0.5-25.0	BacDive_Salt_concentration	7
kgmicrobe.trait:0_5_3_0	biolink:PhenotypicQuality	0.5-3.0	BacDive_Cell_length|BacDive_Colony_size|BacDive_Salt_concentration	7
kgmicrobe.trait:0_7_0	biolink:PhenotypicQuality	0-7.0	BacDive_Salt_concentration	7
kgmicrobe.trait:0_7_1_4	biolink:PhenotypicQuality	0.7-1.4	BacDive_Cell_length|BacDive_Cell_width	7
kgmicrobe.trait:11_5	biolink:PhenotypicQuality	11.5	BacDive_Cell_length|BacDive_Salt_concentration	7
kgmicrobe.trait:12_45	biolink:PhenotypicQuality	12-45	BacDive_Temperature_for_growth	7
kgmicrobe.trait:15_20	biolink:PhenotypicQuality	15-20	BacDive_Salt_concentration|BacDive_Temperature_for_growth	7
kgmicrobe.trait:15_32	biolink:PhenotypicQuality	15-32	BacDive_Temperature_for_growth	7
kgmicrobe.trait:15_38	biolink:PhenotypicQuality	15-38	BacDive_Temperature_for_growth	7
kgmicrobe.trait:18_45	biolink:PhenotypicQuality	18-45	BacDive_Temperature_for_growth	7
kgmicrobe.trait:19_72	biolink:PhenotypicQuality	19.72	BacDive_Salt_concentration	7
kgmicrobe.trait:1_0_10_0	biolink:PhenotypicQuality	1.0-10.0	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_Temperature_for_growth	7
kgmicrobe.trait:1_0_2_2	biolink:PhenotypicQuality	1.0-2.2	BacDive_Cell_length	7
kgmicrobe.trait:1_0_4_5	biolink:PhenotypicQuality	1.0-4.5	BacDive_Cell_length|BacDive_Salt_concentration	7
kgmicrobe.trait:1_12	biolink:PhenotypicQuality	1-12	BacDive_Salt_concentration	7
kgmicrobe.trait:1_1_1_6	biolink:PhenotypicQuality	1.1-1.6	BacDive_Cell_length|BacDive_Cell_width	7
kgmicrobe.trait:1_1_2_3	biolink:PhenotypicQuality	1.1-2.3	BacDive_Cell_length	7
kgmicrobe.trait:1_2_2_3	biolink:PhenotypicQuality	1.2-2.3	BacDive_Cell_length	7
kgmicrobe.trait:1_2_3	biolink:PhenotypicQuality	1.2-3	BacDive_Cell_length	7
kgmicrobe.trait:1_4_1_6	biolink:PhenotypicQuality	1.4-1.6	BacDive_Cell_length|BacDive_Cell_width	7
kgmicrobe.trait:1_5_1_7	biolink:PhenotypicQuality	1.5-1.7	BacDive_Cell_length	7
kgmicrobe.trait:1_5_2_8	biolink:PhenotypicQuality	1.5-2.8	BacDive_Cell_length	7
kgmicrobe.trait:1_5_6_0	biolink:PhenotypicQuality	1.5-6.0	BacDive_Cell_length|BacDive_Salt_concentration	7
kgmicrobe.trait:1_6_1_8	biolink:PhenotypicQuality	1.6-1.8	BacDive_Cell_length|BacDive_Cell_width	7
kgmicrobe.trait:20_0_45_0	biolink:PhenotypicQuality	20.0-45.0	BacDive_Temperature_for_growth	7
kgmicrobe.trait:22_5	biolink:PhenotypicQuality	22.5	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_Temperature_for_growth	7
kgmicrobe.trait:2_0_3_5	biolink:PhenotypicQuality	2.0-3.5	BacDive_Cell_length|BacDive_Colony_size	7
kgmicrobe.trait:2_4_days	biolink:PhenotypicQuality	2-4 days	BacDive_Incubation_period	7
kgmicrobe.trait:2_6_5	biolink:PhenotypicQuality	2-6.5	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	7
kgmicrobe.trait:2_85	biolink:PhenotypicQuality	2.85	BacDive_Cell_length	7
kgmicrobe.trait:35_37	biolink:PhenotypicQuality	35-37	BacDive_Temperature_for_growth	7
kgmicrobe.trait:35_40	biolink:PhenotypicQuality	35-40	BacDive_Temperature_for_growth	7
kgmicrobe.trait:35_65	biolink:PhenotypicQuality	35-65	BacDive_Temperature_for_growth	7
kgmicrobe.trait:3_0_6_0	biolink:PhenotypicQuality	3.0-6.0	BacDive_Cell_length|BacDive_pH_for_growth	7
kgmicrobe.trait:3_5_6_5	biolink:PhenotypicQuality	3.5-6.5	BacDive_pH_for_growth	7
kgmicrobe.trait:3_7	biolink:PhenotypicQuality	3.7	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	7
kgmicrobe.trait:4_0_30_0	biolink:PhenotypicQuality	4.0-30.0	BacDive_Temperature_for_growth	7
kgmicrobe.trait:4_0_5_0	biolink:PhenotypicQuality	4.0-5.0	BacDive_Cell_length|BacDive_Colony_size|BacDive_Salt_concentration	7
kgmicrobe.trait:4_0_6_0	biolink:PhenotypicQuality	4.0-6.0	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	7
kgmicrobe.trait:4_3	biolink:PhenotypicQuality	4.3	BacDive_Cell_length|BacDive_Salt_concentration|BacDive_pH_for_growth	7
kgmicrobe.trait:4_34	biolink:PhenotypicQuality	4-34	BacDive_Temperature_for_growth	7
kgmicrobe.trait:4_50	biolink:PhenotypicQuality	4-50	BacDive_Temperature_for_growth	7
kgmicrobe.trait:4_aminobutyrate	biolink:PhenotypicQuality	4-aminobutyrate	BacDive_Metabolite_utilization	7
kgmicrobe.trait:4_nitrophenyl_beta_d_xylopyranoside	biolink:PhenotypicQuality	4-nitrophenyl beta-D-xylopyranoside	BacDive_Metabolite_utilization	7
kgmicrobe.trait:50_70	biolink:PhenotypicQuality	50-70	BacDive_Temperature_for_growth	7
kgmicrobe.trait:5_12	biolink:PhenotypicQuality	5-12	BacDive_pH_for_growth	7
kgmicrobe.trait:5_aminovaleric_acid	biolink:PhenotypicQuality	5-aminovaleric acid	BacDive_Metabolite_utilization	7
kgmicrobe.trait:6_5_8_2	biolink:PhenotypicQuality	6.5-8.2	BacDive_pH_for_growth	7
kgmicrobe.trait:7_0	biolink:PhenotypicQuality	7.0	BacDive_Salt_concentration|BacDive_pH_for_growth	7
kgmicrobe.trait:7_2	biolink:PhenotypicQuality	7.2	BacDive_pH_for_growth	7
kgmicrobe.trait:88	biolink:PhenotypicQuality	88	BacDive_Temperature_for_growth	7
kgmicrobe.trait:ammonium_sulfate	biolink:PhenotypicQuality	ammonium sulfate	BacDive_Metabolite_utilization	7
kgmicrobe.trait:arsenate	biolink:PhenotypicQuality	arsenate	BacDive_Metabolite_utilization	7
kgmicrobe.trait:beta_d_glucose	biolink:PhenotypicQuality	beta-d-glucose	BacDive_Metabolite_utilization	7
kgmicrobe.trait:biotin	biolink:PhenotypicQuality	biotin	BacDive_Metabolite_utilization	7
kgmicrobe.trait:carrageenan	biolink:PhenotypicQuality	carrageenan	BacDive_Metabolite_utilization	7
kgmicrobe.trait:chitosan	biolink:PhenotypicQuality	chitosan	BacDive_Metabolite_utilization	7
kgmicrobe.trait:dimethyl_sulfoxide	biolink:PhenotypicQuality	dimethyl sulfoxide	BacDive_Metabolite_utilization	7
kgmicrobe.trait:disodium_malate	biolink:PhenotypicQuality	disodium malate	BacDive_Metabolite_utilization	7
kgmicrobe.trait:dl_alanine	biolink:PhenotypicQuality	dl-alanine	BacDive_Metabolite_utilization	7
kgmicrobe.trait:dl_lactate	biolink:PhenotypicQuality	DL-lactate	BacDive_Metabolite_production	7
kgmicrobe.trait:foam	biolink:PhenotypicQuality	#Foam	BacDive_Isolation_category_3	7
kgmicrobe.trait:glucose_1_phosphate	biolink:PhenotypicQuality	glucose 1-phosphate	BacDive_Metabolite_utilization	7
kgmicrobe.trait:glycyl_l_proline	biolink:PhenotypicQuality	glycyl-L-proline	BacDive_Metabolite_utilization	7
kgmicrobe.trait:isocitrate	biolink:PhenotypicQuality	isocitrate	BacDive_Metabolite_utilization	7
kgmicrobe.trait:isoleucine	biolink:PhenotypicQuality	isoleucine	BacDive_Metabolite_production|BacDive_Metabolite_utilization	7
kgmicrobe.trait:juvenile	biolink:PhenotypicQuality	#Juvenile	BacDive_Isolation_category_2	7
kgmicrobe.trait:l_methionine	biolink:PhenotypicQuality	L-methionine	BacDive_Metabolite_utilization	7
kgmicrobe.trait:moxifloxacin	biolink:PhenotypicQuality	moxifloxacin	BacDive_Antibiotic_resistance|BacDive_Antibiotic_sensitivity	7
kgmicrobe.trait:trithionate	biolink:PhenotypicQuality	trithionate	BacDive_Metabolite_utilization	7
kgmicrobe.trait:uridine	biolink:PhenotypicQuality	uridine	BacDive_Metabolite_utilization	7
kgmicrobe.trait:04_12	biolink:PhenotypicQuality	04-12	BacDive_Cell_length|BacDive_pH_for_growth	6
kgmicrobe.trait:04_43	biolink:PhenotypicQuality	04-43	BacDive_Temperature_for_growth	6
kgmicrobe.trait:04_50	biolink:PhenotypicQuality	04-50	BacDive_Temperature_for_growth	6
kgmicrobe.trait:05_20	biolink:PhenotypicQuality	05-20	BacDive_Salt_concentration|BacDive_Temperature_for_growth	6
kgmicrobe.trait:08_12	biolink:PhenotypicQuality	08-12	BacDive_Salt_concentration|BacDive_pH_for_growth	6
kgmicrobe.trait:08_37	biolink:PhenotypicQuality	08-37	BacDive_Temperature_for_growth	6
kgmicrobe.trait:0_0_25_0	biolink:PhenotypicQuality	0.0-25.0	BacDive_Salt_concentration|BacDive_Temperature_for_growth	6
kgmicrobe.trait:0_0_8	biolink:PhenotypicQuality	0-0.8	BacDive_Salt_concentration	6
kgmicrobe.trait:0_0_9_0	biolink:PhenotypicQuality	0.0-9.0	BacDive_Salt_concentration	6
kgmicrobe.trait:0_17	biolink:PhenotypicQuality	0-17	BacDive_Salt_concentration	6
kgmicrobe.trait:0_33	biolink:PhenotypicQuality	0-33	BacDive_Cell_width|BacDive_Temperature_for_growth	6
kgmicrobe.trait:0_43	biolink:PhenotypicQuality	0.43	BacDive_Cell_length|BacDive_Cell_width|BacDive_Salt_concentration	6
kgmicrobe.trait:0_47	biolink:PhenotypicQuality	0.47	BacDive_Cell_width|BacDive_Salt_concentration	6
kgmicrobe.trait:0_4_10_0	biolink:PhenotypicQuality	0.4-10.0	BacDive_Cell_length	6
kgmicrobe.trait:0_5_1_1	biolink:PhenotypicQuality	0.5-1.1	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size	6
kgmicrobe.trait:0_5_1_3	biolink:PhenotypicQuality	0.5-1.3	BacDive_Cell_length|BacDive_Cell_width	6
kgmicrobe.trait:0_5_20	biolink:PhenotypicQuality	0.5-20	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:0_5_20_0	biolink:PhenotypicQuality	0.5-20.0	BacDive_Salt_concentration	6
kgmicrobe.trait:0_5_2_5	biolink:PhenotypicQuality	0.5-2.5	BacDive_Cell_length|BacDive_Cell_width|BacDive_Colony_size|BacDive_Salt_concentration	6
kgmicrobe.trait:0_5_4_5	biolink:PhenotypicQuality	0.5-4.5	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:0_5_9_0	biolink:PhenotypicQuality	0.5-9.0	BacDive_Salt_concentration	6
kgmicrobe.trait:0_875	biolink:PhenotypicQuality	0.875	BacDive_Cell_length|BacDive_Cell_width	6
kgmicrobe.trait:0_8_5	biolink:PhenotypicQuality	0.8-5	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:0_9_1_7	biolink:PhenotypicQuality	0.9-1.7	BacDive_Cell_length	6
kgmicrobe.trait:10_22	biolink:PhenotypicQuality	10-22	BacDive_Temperature_for_growth	6
kgmicrobe.trait:12_5	biolink:PhenotypicQuality	12.5	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:13_37	biolink:PhenotypicQuality	13-37	BacDive_Temperature_for_growth	6
kgmicrobe.trait:15_43	biolink:PhenotypicQuality	15-43	BacDive_Temperature_for_growth	6
kgmicrobe.trait:19	biolink:PhenotypicQuality	>19	BacDive_Salt_concentration|BacDive_Temperature_for_growth	6
kgmicrobe.trait:1_0_20_0	biolink:PhenotypicQuality	1.0-20.0	BacDive_Salt_concentration	6
kgmicrobe.trait:1_16	biolink:PhenotypicQuality	1.16	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:1_1_2_4	biolink:PhenotypicQuality	1.1-2.4	BacDive_Cell_length|BacDive_Colony_size	6
kgmicrobe.trait:1_1_7	biolink:PhenotypicQuality	1-1.7	BacDive_Cell_length|BacDive_Cell_width	6
kgmicrobe.trait:1_2_1_9	biolink:PhenotypicQuality	1.2-1.9	BacDive_Cell_length	6
kgmicrobe.trait:1_2_4_0	biolink:PhenotypicQuality	1.2-4.0	BacDive_Cell_length	6
kgmicrobe.trait:1_2_8	biolink:PhenotypicQuality	1-2.8	BacDive_Cell_length	6
kgmicrobe.trait:1_3_5	biolink:PhenotypicQuality	1.3-5	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:1_4_1_5	biolink:PhenotypicQuality	1.4-1.5	BacDive_Cell_length|BacDive_Cell_width	6
kgmicrobe.trait:1_5_1_9	biolink:PhenotypicQuality	1.5-1.9	BacDive_Cell_length	6
kgmicrobe.trait:1_7_2_1	biolink:PhenotypicQuality	1.7-2.1	BacDive_Cell_length|BacDive_Cell_width	6
kgmicrobe.trait:1_8_2_1	biolink:PhenotypicQuality	1.8-2.1	BacDive_Cell_length	6
kgmicrobe.trait:1_8_2_8	biolink:PhenotypicQuality	1.8-2.8	BacDive_Cell_length	6
kgmicrobe.trait:20_44	biolink:PhenotypicQuality	20-44	BacDive_Temperature_for_growth	6
kgmicrobe.trait:22_28	biolink:PhenotypicQuality	22-28	BacDive_Temperature_for_growth	6
kgmicrobe.trait:22_40	biolink:PhenotypicQuality	22-40	BacDive_Temperature_for_growth	6
kgmicrobe.trait:25_0_45_0	biolink:PhenotypicQuality	25.0-45.0	BacDive_Temperature_for_growth	6
kgmicrobe.trait:25_32	biolink:PhenotypicQuality	25-32	BacDive_Temperature_for_growth	6
kgmicrobe.trait:26_37	biolink:PhenotypicQuality	26-37	BacDive_Temperature_for_growth	6
kgmicrobe.trait:2_05	biolink:PhenotypicQuality	2.05	BacDive_Cell_length	6
kgmicrobe.trait:2_0_7_0	biolink:PhenotypicQuality	2.0-7.0	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:2_50	biolink:PhenotypicQuality	2.50	BacDive_Salt_concentration	6
kgmicrobe.trait:2_55	biolink:PhenotypicQuality	2.55	BacDive_Cell_length|BacDive_Salt_concentration	6
kgmicrobe.trait:2_5_5_0	biolink:PhenotypicQuality	2.5-5.0	BacDive_Cell_length|BacDive_Salt_concentration	6
